反馈id,端,内容,反馈产品,问题类型,问题标签,问题样张,组件,版本号,渠道号,traceid,guid,hdid,来源字单元id,deviceid,设备类型,设备型号名称,设备系统版本,设备系统语言,云开关状态,ABI类型,SVN号,VC值,反馈时间,是否处理,最后处理人昵称,用户附件数量,用户附件列表,内部附件列表,附加信息,备注,系统语言,安装位置,CPU,显卡信息,设备名称,内存,硬盘,分辨率,系统版本,时区,客户端模式,云同步状态
fb_69553c71ab7987004cfd4d13,pc,wps云盘找不到私密文件夹入口,PC端个人中心,,,,wpsoffice,12.1.0.24034,50.513,,BF31FD051C31400A8FAA27694299E55A,d7e25276f2ab424f70f3509fafc4bb1b,,,,Win32,Win32,,,,,,2025/12/31 23:08,未处理,,0,,,,,zh-CN,D:\360安装软件\Kingsoft\WPS Office\12.1.0.24034 (1406MB),"12th Gen Intel(R) Core(TM) i5-12600KF, 3.70GHz, ASUSTeK COMPUTER INC. TUF GAMING B760M-PLUS WIFI D4","OrayIddDriver Device, VRAM, Driver v17.1.58.818 AMD Radeon RX 7700 XT, VRAM, Driver v32.0.12019.1028",DESKTOP-ICOH3N4,DDR4-3600 SDRAM:12.7/31.8GB,"C:97.3/120GB, D:543.7/834GB",1920x1080,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_695539c612fa9b004c7d67bc,pc,找不到页眉页脚的预设样式,页眉和页脚,,,,WPS,12.1.0.23125,,,DC80289DE1914D13855AC30DF8853627,,,,,Win32,Win32,,,,,,2025/12/31 22:57,未处理,,0,,,,,,,,,,,,,,,,
fb_695538ebe782ad00534b07e7,pc,如何将繁体字的PDF文件，直接转换为简体字的PDF文件？,WPS PDF,,,,wpspdf,12.1.0.24034,12012.2019,,08A8CC67A2AB4E8A9EA2DA651B65FFC6,c5c5159c839fb416fb0633a3942fb4b7,,,,Win32,Win32,,,,,,2025/12/31 22:53,未处理,,0,,,,,zh-CN,D:\WPS Office\12.1.0.24034 (1382MB),"Intel(R) Core(TM) i9-9900 CPU @ 3.10GHz, 3.10GHz, LENOVO 313A","NVIDIA GeForce GTX 1660 Ti, VRAM, Driver v30.0.15.1252 Intel(R) UHD Graphics 630, 1024MB VRAM, Driver v31.0.101.2115",DESKTOP-8QD5CSM,DDR4-2667 SDRAM:10.9/15.9GB,"C:71.7/100GB, D:42.3/376GB",1920x1080,Microsoft Windows 11 家庭中文版(64 位) Build 26200 v10.0.26200,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_695537703dc417005ae63038,pc,有版权的试卷，不能下载复印使用吗？,WPS OFFICE,,,,home,12.1.0.24031,50.524,1767192434394_203.100_521ade8c0af4,D62154B406D446639E3380D8757C5485,7044f15e4e1a7c02f2057925e9021b13,,,,Win32,Win32,,,,,,2025/12/31 22:47,未处理,,1,https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767192302454/o_1jdqe0pk9cs51s9jvv9hukb48e.docx,,,,zh-CN,C:\Users\戴晨玉\AppData\Local\Kingsoft\WPS Office\12.1.0.24031 (1383MB),"13th Gen Intel(R) Core(TM) i5-1340P, 1.90GHz, HP 8B78","Intel(R) Iris(R) Xe Graphics, 2048MB VRAM, Driver v32.0.101.7077",silverbaby18,DDR4-3200 SDRAM:7.7/15.6GB,C:137.1/953GB,1920x1080,Microsoft Windows 11 家庭中文版(64 位) Build 26200 v10.0.26200,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_695536bd2de9f70053172e3f,pc,会自动给删除,PC端个人中心,,,,wpsoffice,12.1.0.24034,20.2706,,3549A6161C2E4C1999BF44AB61B259CD,66b7f059d9037db5c52187655355d4db,,,,Win32,Win32,,,,,,2025/12/31 22:44,未处理,,0,,,,,zh-CN,C:\Users\Administrator\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1354MB),"Intel(R) Core(TM) i5-14600KF, 3.50GHz, ASUSTeK COMPUTER INC. TUF GAMING B760M-PLUS II","NVIDIA GeForce RTX 5060 Ti, VRAM, Driver v32.0.15.8157",DESKTOP-41BDRKR,Unknown Memory-6000 SDRAM:14.2/31.8GB,C:112.7/300GB,3440x1440,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_6955349a616a01005ac79307,pc,不止一次了，备份过程中出现错误还无法恢复，造成严重损失,WPS OFFICE,,,,home,12.1.0.24034,12012.2019,1767191708030_1.57_74963424d9d4,77252B0C6881454CBA99E14F0A35C68B,b7f76893887899024e75d4f62ce6c68c,,,,Win32,Win32,,,,,,2025/12/31 22:35,未处理,,1,https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767191631355/o_1jdqdali21bu3v5d16oou9gscue.png,,,,zh-CN,D:\WPS Office\12.1.0.24034 (1367MB),"Intel(R) Core(TM) Ultra 7 255H, 2.00GHz, ASUSTeK COMPUTER INC. S3607CA","Intel(R) Arc(TM) 140T GPU (16GB), 2048MB VRAM, Driver v32.0.101.6790",LAPTOP-3RH3L6NB,Unknown Memory-5600 SDRAM:12.8/31.4GB,"C:92.2/159GB, D:10.5/794GB",2560x1600,Microsoft Windows 11 家庭中文版(64 位) Build 26200 v10.0.26200,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_69553492616a01005ac79301,pc,是否可以增加播报速度的调整档位，比如每增加0.25,AI朗读,,,,wps,12.1.0.24034,50.513,,536915C26D354FB99E6CAE33FB3BA424,589498527a540595ac5deb130c7dd0bf,,,,Win32,Win32,,,,,,2025/12/31 22:34,未处理,,0,,,,,zh-CN,F:\Program Files (x86)\Kingsoft\WPS Office\12.1.0.24034 (1440MB),"Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz, 3.20GHz, Colorful Technology And Development Co.,LTD C.B150M-K Pro","Intel(R) HD Graphics 530, 1024MB VRAM, Driver v21.20.16.4860",WIN-UBRG2499104,Unknown Memory-2133 SDRAM:8.0/15.9GB,"C:59.1/112GB, F:226.2/316GB",1920x1080,Microsoft Windows 7 旗舰版 (64-bit) Build 7601 v6.1.7601,(UTC+08:00)北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_695533a92de9f70053172e2b,pc,我不希望以后再次出现开机或重启电脑或是打开pdf文件后关闭上一个文件，屏幕都不能最大化显示的问题，希望WPS的工作人员能够一次性将pdf文件的属性的打开方式设置成最大化显示,WPS PDF,,,,home,12.1.0.24034,12012.2019,,BCDC9115BBD64501B017A552610224EF,6c7c569a63f80123514d79f2cb88d619,,,,Win32,Win32,,,,,,2025/12/31 22:31,未处理,,0,,,,,zh-CN,C:\Users\Administrator\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1351MB),"AMD Ryzen 5 4600G with Radeon Graphics, 3.70GHz, IPASON  A520-B","AMD Radeon(TM) Graphics, 512MB VRAM, Driver v31.0.12027.9001",Win-20250514TJB,DDR4-2667 SDRAM:3.6/7.4GB,C:63.1/166GB,1920x1080,Microsoft Windows 10 专业工作站版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,unknown
fb_695532eb616a01005ac792ef,pc,将WPS这个应用的属性的运行方式调整到了最大化以后，其他文件每次打开都能最大化显示，但唯独pdf文件有时每次打开电脑或重启电脑打开文件不能最大化显示，即使是关闭上一个pdf文件打开下一个pdf文件，窗口仍不能最大化显示，这也导致打开pdf文件打开后不能最大化显示后要点一下放大按钮，再次关闭pdf文件，打开WPS应用，屏幕无法最大化显示，非常影响视觉效果的浏览，因此，希望WPS的工作人员把WPS类型的pdf文件类型的属性设置一下，将pdf的文件打开方式设置成最大化显示，以后不管是开机或重启电脑还是打开pdf文件关闭上一个文件，点开WPS这个应用，屏幕都能最大化显示，我不希望以后每次打开pdf文件,WPS PDF,,,,home,12.1.0.24034,12012.2019,,BCDC9115BBD64501B017A552610224EF,6c7c569a63f80123514d79f2cb88d619,,,,Win32,Win32,,,,,,2025/12/31 22:27,未处理,,0,,,,,zh-CN,C:\Users\Administrator\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1351MB),"AMD Ryzen 5 4600G with Radeon Graphics, 3.70GHz, IPASON  A520-B","AMD Radeon(TM) Graphics, 512MB VRAM, Driver v31.0.12027.9001",Win-20250514TJB,DDR4-2667 SDRAM:3.6/7.4GB,C:63.1/166GB,1920x1080,Microsoft Windows 10 专业工作站版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,unknown
fb_695531adb1404a004c82e27c,pc,vip充错帐号了怎么办,WPS OFFICE,,,,home,12.1.0.24034,20.2706,,FDCE2F1089D34FA4ABD12A72D5F7D357,25d5091f22fd00e732cfd93709f21753,,,,Win32,Win32,,,,,,2025/12/31 22:22,未处理,,0,,,,,zh-CN,D:\LenovoSoftstore\Install\WPSOffice\WPS Office\12.1.0.24034 (1383MB),"11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz, 2.42GHz, LENOVO LNVNB161216","OrayIddDriver Device, VRAM, Driver v17.1.58.818 NVIDIA GeForce MX450, VRAM, Driver v31.0.15.2656 Intel(R) Iris(R) Xe Graphics, 1024MB VRAM, Driver v30.0.101.1692",rare,DDR4-3200 SDRAM:9.5/15.8GB,"C:100.4/199GB, D:86.5/178GB",1920x1080,Microsoft Windows 11 家庭中文版(64 位) Build 22631 v10.0.22631,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_695531ac26195c0053e7200e,pc,历史会话无法设置成不保存选项，跨设备使用时，存在隐私内容泄露风险,WPS AI,其他问题或建议,,,wps,12.1.0.24034,50.517,,B24526FE20B94F07BA28A81A24AAD4C2,266b824106561431f875416c8006949c,,,,Win32,Win32,,,,,,2025/12/31 22:22,未处理,,0,,,,,zh-CN,E:\WPS Office\12.1.0.24034 (1367MB),"Intel(R) Xeon(R) CPU E5-2697 v2 @ 2.70GHz, 2.70GHz, INTEL X79 INTEL(INTEL Xeon E5/Core i7 DMI2 - C600/C200 Cipset","GameViewer Virtual Display Adapter, VRAM, Driver v17.13.25.697 OrayIddDriver Device, VRAM, Driver v17.1.58.818 NVIDIA GeForce GTX 1060 6GB, VRAM, Driver v32.0.15.7247",DESKTOP-NMDA6F7,DDR3-1866 SDRAM:13.1/31.9GB,"C:74.8/100GB, E:46.6/133GB",1920x1080,Microsoft Windows 10 专业工作站版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_69552fd23dc417005ae6302b,pc,从国家税务网站上下载的个人纳税清单，PDF文件中国家盖章的签名，你们显示签名无效？？？？？,WPS PDF,,,,wpspdf,12.1.0.24034,20.2706,,631FE8971B624C75A18EB66ADEC6F34E,3ed6ebc1a49ce0b07a46baf03b5fc89e,,,,Win32,Win32,,,,,,2025/12/31 22:14,未处理,,0,,,,,zh-CN,D:\Users\dada2\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1400MB),"Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz, 3.00GHz, LENOVO 36C5","Intel(R) HD Graphics 630, 1024MB VRAM, Driver v26.20.100.7925",DESKTOP-90JE77L,DDR4-2400 SDRAM:9.3/15.9GB,"C:104.0/118GB, D:100.4/198GB",1920x1080,Microsoft Windows 10 家庭中文版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_69552d5ab28a0c004c50be8a,pc,wps文档打不开了,WPS2019,,,,wps,12.1.0.24034,20.2706,,E2974B506C19445690FE052E6EF60127,3897557f141d5f7ddbf4bff48dadee2b,,,,Win32,Win32,,,,,,2025/12/31 22:04,未处理,,0,,,,,zh-CN,,,,,,,,,,,manual
fb_69552d2738041a00537e14fa,pc,手机登陆电脑怎末不显示之前的文件记录,PC端个人中心,,,,wpsoffice,12.1.0.24031,1.1,,D49290B62FB9405FB0BB6FA64EFAB0A3,f26d4acd0e1783a88f494a674910a1e9,,,,Win32,Win32,,,,,,2025/12/31 22:03,未处理,,0,,,,,zh-CN,D:\WPS\WPS Office\12.1.0.24031 (1383MB),"13th Gen Intel(R) Core(TM) i7-1365U, 2.70GHz, Default string Default string","OrayIddDriver Device, VRAM, Driver v17.50.19.949 Intel(R) Iris(R) Xe Graphics, 2048MB VRAM, Driver v32.0.101.7040",DESKTOP-C5B2NNH,DDR4-2667 SDRAM:15.0/31.8GB,"C:100.3/150GB, D:27.6/327GB",1366x768,Microsoft Windows 11 专业版(64 位) Build 26200 v10.0.26200,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_69552ca1118666005a2b1a32,pc,搜客宝找不到,WPS OFFICE,,,,home,12.1.0.24034,50.513,,4F12D234039E483588BEBFF14B240159,49fd7f5469026c5001c6c3b70b9c31fa,,,,Win32,Win32,,,,,,2025/12/31 22:01,未处理,,0,,,,,zh-CN,C:\Users\ASUS\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1393MB),"AMD Ryzen 7 5700U with Radeon Graphics         , 1.80GHz, ASUSTeK COMPUTER INC. X515UA","AMD Radeon(TM) Graphics, 512MB VRAM, Driver v30.0.13044.14002",LAPTOP-QK2ATJ31,DDR4-3200 SDRAM:6.4/15.4GB,C:78.3/100GB,1920x1080,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_69552c95d449ec005a1e99c3,pc,wps找客户功能没有,WPS OFFICE,,,,home,12.1.0.24034,50.513,,4F12D234039E483588BEBFF14B240159,49fd7f5469026c5001c6c3b70b9c31fa,,,,Win32,Win32,,,,,,2025/12/31 22:00,未处理,,0,,,,,zh-CN,C:\Users\ASUS\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1393MB),"AMD Ryzen 7 5700U with Radeon Graphics         , 1.80GHz, ASUSTeK COMPUTER INC. X515UA","AMD Radeon(TM) Graphics, 512MB VRAM, Driver v30.0.13044.14002",LAPTOP-QK2ATJ31,DDR4-3200 SDRAM:6.4/15.4GB,C:78.3/100GB,1920x1080,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_69552a893dc417005ae63014,pc,半角模式切换不了,PC端个人中心,,,,wpsoffice,12.1.0.22089,50.513,,52FBA37A38DA4FA3B8E274C02B02306D,8686ee8f1928ee7cd86e2fee1ba39a37,,,,Win32,Win32,,,,,,2025/12/31 21:52,未处理,,0,,,,,zh-CN,D:\Program Files (x86)\Kingsoft\WPS Office\12.1.0.22089 (1171MB),"Intel(R) Core(TM) i3-1005G1 CPU @ 1.20GHz, 1.19GHz, Dell Inc. 0RFXWC","Intel(R) UHD Graphics, 1024MB VRAM, Driver v27.20.100.9365",DESKTOP-F14UGUM,DDR4-2667 SDRAM:4.5/7.8GB,"C:73.8/140GB, D:5.9/49GB",1920x1080,Microsoft Windows 10 家庭中文版(64 位) Build 19043 v10.0.19043,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,,manual
fb_695529e6e782ad00534b07b2,pc,数据丢失,WPS OFFICE,,,,home,12.1.0.24034,50.513,1767188814028_0.110_ae7fb4685c37,FCA71997EB4D48DEAD9A04F44F8E8B57,2f89a99f31429cac50f0e1694d322b37,,,,Win32,Win32,,,,,,2025/12/31 21:49,未处理,,0,,,,,zh-CN,C:\Users\Administrator\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1351MB),"13th Gen Intel(R) Core(TM) i5-13490F, 2.50GHz, Gigabyte Technology Co., Ltd. B760M POWER DDR4","NVIDIA GeForce RTX 4060, VRAM, Driver v32.0.15.6094",WIN-DOB5JDLBGKH,DDR4-2667 SDRAM:10.2/31.8GB,C:136.3/465GB,2560x1440,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_695529d6e782ad00534b07a7,pc,如何压缩文件夹,WPS OFFICE,,,,home,12.1.0.24034,50.524,1767188947629_1.11_3a3e17a301ff,A7247F2CC22945EDB0F18250FB001670,715fc940b847b5ffb5e00b7c879ca913,,,,Win32,Win32,,,,,,2025/12/31 21:49,未处理,,0,,,,,zh-CN,C:\Users\臧书凡\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1382MB),"Intel(R) Celeron(R) N5095 @ 2.00GHz, 2.00GHz, AOC 5095-AIO","Intel(R) UHD Graphics, 1024MB VRAM, Driver v31.0.101.1999",DESKTOP-F1DF0SQ,DDR4-2667 SDRAM:7.3/15.8GB,C:65.4/119GB,1920x1080,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_6955297eab7987004cfd4ce0,pc,论文排版怎么没有南京理工大学紫金学院,WPS AI,其他问题或建议,,,wps,12.1.0.24034,50.513,,E5C7EF565B8C43FF9FE49F073C9D4CC4,3af17dd7485b624b3de5a02426e52531,,,,Win32,Win32,,,,,,2025/12/31 21:47,未处理,,0,,,,,zh-CN,D:\Program Files (x86)\Kingsoft\WPS Office\12.1.0.24034 (1437MB),"AMD Ryzen 7 5700X 8-Core Processor             , 3.40GHz, Micro-Star International Co., Ltd. MAG B550M MORTAR MAX WIFI (MS-7C94)","NVIDIA GeForce RTX 4060, VRAM, Driver v32.0.15.9144",DESKTOP-POH9ENM,DDR4-2667 SDRAM:8.0/15.9GB,"C:95.6/199GB, D:210.8/754GB",1920x1080,Microsoft Windows 11 专业版(64 位) Build 26200 v10.0.26200,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_6955269b38041a00537e14d8,pc,转PDF 是需要付费用吗,PC端个人中心,,,,wpsoffice,12.1.0.24657,50.517,,3E2B904692EE4871AA93D98051EC2615,ce11345341f65fa336ace1b21d6446a8,,,,Win32,Win32,,,,,,2025/12/31 21:35,未处理,,0,,,,,zh-CN,E:\Users\nihao\AppData\Local\Kingsoft\WPS Office\12.1.0.24657 (1351MB),"Intel(R) Core(TM) Ultra 7 155H, 3.80GHz, ASUSTeK COMPUTER INC. S5506MA","Intel(R) Arc(TM) Graphics, 2048MB VRAM, Driver v32.0.101.6127",Lily1688,Unknown Memory-7467 SDRAM:19.9/31.5GB,"C:165.2/367GB, E:153.9/292GB",2880x1620,Microsoft Windows 11 家庭中文版(64 位) Build 26100 v10.0.26100,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_6955255d26195c0053e71ff5,pc,文档创建者已通过我的编辑权限，但我仍然无法编辑，表格状态为只读,金山文档｜WPS云文档,,,,pc_home_more,docsWeb,docsWeb,,,,,,,unknown,unknown,,,,,,2025/12/31 21:30,未处理,,1,https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767187634992/o_1jdq9je0arurmaf4b1osf1oj8n.png,,,,,,,,,,,,,,,
fb_6955255726195c0053e71fef,pc,今天11点半左右有个60分钟左右的WPS的听记，由于断网生成分享网站，但是打开数据空白，请协助找回录音，谢谢 【金山文档 | WPS云文档】 语音_12311017 https://www.kdocs.cn/l/ccSmM0qhzbcwcs.cn/l/ccSmM0qhzbcw,PC端个人中心,,,,wpsoffice,12.1.0.24034,50.517,,3A2228C421E746C391FA1E5EB922F1DB,0235e8f5b5c21308d795255622e41908,,,,Win32,Win32,,,,,,2025/12/31 21:29,未处理,,0,,,,,zh-CN,D:\WPS Office\12.1.0.24034 (1398MB),"AMD Ryzen 5 5600U with Radeon Graphics         , 2.30GHz, HP 8867","AMD Radeon(TM) Graphics, 512MB VRAM, Driver v31.0.21912.2004",严律的PC,DDR4-3200 SDRAM:8.8/15.3GB,"C:96.3/130GB, D:164.0/198GB",1920x1080,Microsoft Windows 10 家庭中文版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_6955251938041a00537e14cd,pc,我的文档是写作者模式，已经设置了操作就会自动保存，但是我自动保存的数据全都没有了，他这两天完全都没有过进行自动保存,WPS OFFICE,,,,home,12.1.0.24034,12012.2019,1767187738471_0.1_2a3847c5d814,C585902D5E1249CF81A1A2BFBC60941A,773dca0690ce5aa777aa3ee5fe0aa3de,,,,Win32,Win32,,,,,,2025/12/31 21:28,未处理,,0,,,,,zh-CN,E:\WPS Office\12.1.0.24034 (1382MB),"Intel(R) Core(TM) i5-10400F CPU @ 2.90GHz, 2.90GHz, Gigabyte Technology Co., Ltd. H470M K","GameViewer Virtual Display Adapter, VRAM, Driver v17.13.25.697 NVIDIA GeForce RTX 3060, VRAM, Driver v32.0.15.8115",DESKTOP-LDGJOIB,DDR4-2666 SDRAM:12.2/31.9GB,"C:118.7/199GB, E:62.6/754GB",1920x1080,Microsoft Windows 11 专业版(64 位) Build 26200 v10.0.26200,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_6955242a118666005a2b1a17,pc,不能朗读！,WPS云文档,,,,wps,12.1.0.24657,20.2706,,14932DCCB0AF48AD95BC45547BE69365,91eaa8720618846d653fb84b4f42d2f2,,,,Win32,Win32,,,,,,2025/12/31 21:24,未处理,,0,,,,,zh-CN,D:\Program Files (x86)\Kingsoft\WPS Office\12.1.0.24657 (1308MB),"Intel(R) Core(TM) i7-3630QM CPU @ 2.40GHz, 2.40GHz,    ","Intel(R) HD Graphics 4000, VRAM, Driver v10.18.10.4252",PC-202105261515,DDR3-1600 SDRAM:5.4/7.9GB,"C:67.4/80GB, D:101.6/133GB",1920x1080,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Multi-component,auto
fb_695523cf38041a00537e14c2,pc,我的编辑页面怎么变了,WPS OFFICE,,,,home,12.1.0.22525,50.524,1767187402377_65.14_1df4d760bdef,E726DB7B31464D4094F4BB98F813A295,69ed0971fe0433ab8ce976171e8e5d63,,,,Win32,Win32,,,,,,2025/12/31 21:23,未处理,,0,,,,,zh-CN,C:\Users\86157\AppData\Local\Kingsoft\WPS Office\12.1.0.22525 (1305MB),"AMD Ryzen 5 7530U with Radeon Graphics         , 2.00GHz, HP 8B5C","AMD Radeon (TM) Graphics, 512MB VRAM, Driver v31.0.21923.3003",QQ的假电脑,DDR4-3200 SDRAM:7.9/15.3GB,C:175.1/853GB,1920x1080,Microsoft Windows 11 家庭中文版(64 位) Build 26200 v10.0.26200,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,,manual
fb_695522e726195c0053e71fdf,pc,会员没到期，为什么不能用了，函数都不能用,PC端个人中心,,,,wpsoffice,12.1.0.24034,50.524,,1C98420638A34E8C8D02407CEF28268B,828ce82d66579da0080facd769094c82,,,,Win32,Win32,,,,,,2025/12/31 21:19,未处理,,0,,,,,zh-CN,C:\Users\Administrator\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1382MB),"12th Gen Intel(R) Core(TM) i5-12400F, 2.50GHz, ASUSTeK COMPUTER INC. PRIME H610M-F D4","Radeon RX550/550 Series, VRAM, Driver v31.0.12027.9001",PC-20231227OHBO,DDR4-3200 SDRAM:9.5/15.8GB,C:121.6/199GB,1920x1080,Microsoft Windows 11 专业版(64 位) Build 22631 v10.0.22631,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_69552224616a01005ac792bf,pc,为什么图片功能里的无痕改字功能没有了？,PC端个人中心,,,,wpsoffice,12.1.0.24657,50.517,,FF4B32763E0C43AD928B127B5F956BA4,3b12d63f0c6c4759620a473acac5934c,,,,Win32,Win32,,,,,,2025/12/31 21:16,未处理,,0,,,,,zh-CN,C:\Users\WZ\AppData\Local\Kingsoft\WPS Office\12.1.0.24657 (1309MB),"Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz, 2.60GHz, Razer DA530","NVIDIA GeForce GTX 1660 Ti, VRAM, Driver v31.0.15.4617 Intel(R) UHD Graphics 630, 1024MB VRAM, Driver v26.20.100.7261",DESKTOP-8DD6I22,DDR4-2667 SDRAM:8.2/15.9GB,C:166.8/237GB,1920x1080,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_69551f6dab7987004cfd4ccb,pc,只要点选项按钮就卡住了,WPS OFFICE,,,,home,12.1.0.24034,12012.2019,1767186290117_0.110_da8e625e109b,9CF51C0DE5984ACEB214F8C93210658C,f7db4e7e45128500516a3c5fdd9fa866,,,,Win32,Win32,,,,,,2025/12/31 21:04,未处理,,0,,,,,zh-CN,D:\Program Files (x86)\WPS Office\12.1.0.24034 (1351MB),"Intel(R) Core(TM) i5-10400F CPU @ 2.90GHz, 2.90GHz, Gigabyte Technology Co., Ltd. B460M AORUS ELITE","NVIDIA GeForce GTX 1080 Ti, VRAM, Driver v30.0.14.7212",0U0JAFQC2GU3PEU,DDR4-2400 SDRAM:5.3/15.9GB,"C:133.1/224GB, D:375.9/620GB",3440x1440,Microsoft Windows 10 专业版(64 位) Build 16299 v10.0.16299,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_69551d45616a01005ac7929a,pc,找不到智能工具按钮,WPS OFFICE,,,,home,12.1.0.24034,50.513,1767185638604_21.7_432b75069fa8,2162A528C43747E5BE24C62EEE6E6CED,426fad6b143b40dde323c2b246685720,,,,Win32,Win32,,,,,,2025/12/31 20:55,未处理,,0,,,,,zh-CN,C:\Users\Administrator\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1359MB),"AMD Ryzen 3 2200G with Radeon Vega Graphics    , 3.50GHz, LENOVO 3149","AMD Radeon(TM) Vega 8 Graphics, VRAM, Driver v27.20.2001.13001",肿瘤医院总务科胡文杰,DDR4-2666 SDRAM:4.2/5.9GB,C:47.0/79GB,1600x900,Microsoft Windows 11 专业版(64 位) Build 22621 v10.0.22621,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_69551cb612fa9b004c7d675f,pc,为什么不能批量编辑PDF文件,WPS PDF,,,,wpspdf,12.1.0.24657,50.517,,3452AC6AF3F44EC5AC2F6E8F096F1BDA,b46891f503a92b837ec43e30ae7e8adb,,,,Win32,Win32,,,,,,2025/12/31 20:53,未处理,,0,,,,,zh-CN,C:\hyp\WPS Office\12.1.0.24657 (1308MB),"AMD Ryzen 7 7735U with Radeon Graphics         , 2.70GHz, HP 8C79","OrayIddDriver Device, VRAM, Driver v17.1.58.818 AMD Radeon(TM) Graphics, 512MB VRAM, Driver v32.0.11020.21003",飞飞驴的计算机,Unknown Memory-5600 SDRAM:11.7/15.3GB,C:346.8/953GB,2560x1600,Microsoft Windows 11 家庭中文版(64 位) Build 26200 v10.0.26200,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_69551c6a26195c0053e71fb9,pc,批量智能优化、批量应用滤镜的功能不见了，如何添加或找回,WPS OFFICE,,,,home,12.1.0.16120,20.2867,,75EFD79AF3254CDCBCBE71549ADD57F9,e950a7da95240cd2931fbe2f3fa5b862,,,,Win32,Win32,,,,,,2025/12/31 20:51,未处理,,0,,,,,zh-CN,,,,,,,,,,,manual
